Unnamed: 0,genre_ids,id_x,original_language,original_title,popularity,release_date_x,title,vote_average,vote_count,id_y,release_date_y,movie,production_budget,domestic_gross,worldwide_gross,profit,roi
2694,"[18, 80, 36]",88794,en,J. Edgar,8.628,2011-11-09,J. Edgar,6.2,1303,76,"Nov 9, 2011",J. Edgar,35000000.0,37306030.0,84606030.0,49606030,241.7315142857143
2696,"[99, 10402, 10751]",54518,en,Justin Bieber: Never Say Never,8.602,2011-02-11,Justin Bieber: Never Say Never,5.1,240,48,"Feb 11, 2011",Justin Bieber: Never Say Never,13000000.0,73013910.0,99034125.0,86034125,761.8009615384615
2700,"[35, 18]",59968,en,Our Idiot Brother,8.523,2011-08-26,Our Idiot Brother,6.1,527,78,"Aug 26, 2011",Our Idiot Brother,5000000.0,24814830.0,25861249.0,20861249,517.2249800000001
2703,"[27, 53]",58428,en,The Innkeepers,8.494,2011-12-30,The Innkeepers,5.5,324,78,"Feb 3, 2012",The Innkeepers,750000.0,78396.0,1011535.0,261535,134.87133333333335
2704,[35],57119,en,Jumping the Broom,8.477,2011-05-06,Jumping The Broom,6.0,103,93,"May 6, 2011",Jumping The Broom,7000000.0,37295394.0,38158601.0,31158601,545.1228714285714
2705,"[53, 27]",50698,en,Grave Encounters,8.475,2011-09-09,Grave Encounters,6.2,700,76,"Sep 9, 2011",Grave Encounters,2000000.0,0.0,2151887.0,151887,107.59434999999999
2706,"[10751, 28, 18]",43959,en,Soul Surfer,8.459,2011-04-08,Soul Surfer,7.0,688,83,"Apr 8, 2011",Soul Surfer,18000000.0,43853424.0,47158652.0,29158652,261.9925111111111
2709,"[12, 18]",49494,en,The Eagle,8.443,2011-02-11,The Eagle,6.1,694,50,"Feb 11, 2011",The Eagle,25000000.0,19490041.0,38993548.0,13993548,155.974192
2711,"[27, 53, 878]",50357,en,Apollo 18,8.384,2011-09-02,Apollo 18,5.0,486,94,"Sep 2, 2011",Apollo 18,5000000.0,17686929.0,26517819.0,21517819,530.3563800000001
2715,"[35, 18]",57157,en,Young Adult,8.335,2011-12-16,Young Adult,5.7,603,94,"Dec 9, 2011",Young Adult,12000000.0,16311571.0,22750356.0,10750356,189.5863
2716,"[18, 10749]",79120,en,Weekend,8.326,2011-09-22,Weekend,7.5,287,43,"Sep 23, 2011",Weekend,190000.0,484592.0,1577585.0,1387585,830.3078947368422
2720,"[10749, 35]",70868,en,I Don't Know How She Does It,8.271,2011-09-16,I Don'T Know How She Does It,5.2,231,58,"Sep 16, 2011",I Don'T Know How She Does It,24000000.0,9659074.0,24474463.0,474463,101.97692916666668
2734,"[53, 18, 27]",49950,en,The Roommate,8.134,2011-02-04,The Roommate,5.4,406,39,"Feb 4, 2011",The Roommate,16000000.0,37300107.0,52545707.0,36545707,328.41066875
2735,"[16, 35, 10751]",65759,en,Happy Feet Two,8.131,2011-11-17,Happy Feet Two,5.9,754,33,"Nov 18, 2011",Happy Feet Two,135000000.0,64006466.0,157956466.0,22956466,117.00478962962964
2736,"[18, 36, 53]",61891,en,Anonymous,8.113999999999999,2011-10-28,Anonymous,6.4,434,90,"Oct 28, 2011",Anonymous,27500000.0,4463292.0,15815509.0,-11684491,57.51094181818181
2750,"[35, 10749]",49012,en,Arthur,7.886,2011-04-08,Arthur,5.5,399,67,"Apr 8, 2011",Arthur,40000000.0,33035397.0,47787943.0,7787943,119.4698575
2751,"[27, 53]",65055,en,Shark Night 3D,7.879,2011-09-02,Shark Night 3D,5.0,245,52,"Sep 2, 2011",Shark Night 3D,25000000.0,18877153.0,18877153.0,-6122847,75.508612
2752,"[35, 18, 10749]",45156,en,A Little Bit of Heaven,7.87,2011-02-03,A Little Bit Of Heaven,6.3,333,39,"May 4, 2012",A Little Bit Of Heaven,12500000.0,10011.0,1100287.0,-11399713,8.802296
2758,"[27, 28, 53]",48572,en,Red State,7.816,2011-09-23,Red State,6.1,472,22,"Sep 23, 2011",Red State,4000000.0,1065429.0,1983596.0,-2016404,49.5899
2759,"[80, 18, 53]",44945,en,Trust,7.805,2011-04-01,Trust,6.6,556,43,"Apr 1, 2011",Trust,4000000.0,120016.0,120016.0,-3879984,3.0004
2760,"[27, 878, 18]",38541,en,The Divide,7.778,2011-03-13,The Divide,5.9,302,53,"Jan 13, 2012",The Divide,3000000.0,18000.0,156362.0,-2843638,5.212066666666667
25748,[37],523108,en,The Divide,1.5519999999999998,2018-01-01,The Divide,2.0,1,53,"Jan 13, 2012",The Divide,3000000.0,18000.0,156362.0,-2843638,5.212066666666667
2767,[35],52067,en,Cedar Rapids,7.694,2011-02-11,Cedar Rapids,6.0,206,51,"Feb 11, 2011",Cedar Rapids,10000000.0,6861102.0,7862131.0,-2137869,78.62131
2768,[18],71157,fr,Polisse,7.682,2011-11-11,Polisse,7.8,670,24,"May 18, 2012",Polisse,8900000.0,176988.0,22744132.0,13844132,255.55204494382022
2773,"[18, 53, 80]",74536,en,The Son of No One,7.586,2011-11-04,The Son Of No One,5.1,156,51,"Nov 4, 2011",The Son Of No One,15000000.0,30680.0,1148578.0,-13851422,7.657186666666667
2777,"[35, 18, 10749]",49022,en,Something Borrowed,7.567,2011-05-05,Something Borrowed,6.1,591,72,"May 6, 2011",Something Borrowed,35000000.0,39046489.0,65084116.0,30084116,185.95461714285716
2780,"[12, 28, 37]",68818,en,Blackthorn,7.547999999999999,2011-10-07,Blackthorn,6.7,111,46,"Oct 7, 2011",Blackthorn,4500000.0,200558.0,1217307.0,-3282693,27.051266666666667
2784,"[35, 80, 18]",92591,en,Bernie,7.518,2012-04-27,Bernie,6.6,503,48,"Apr 27, 2012",Bernie,6000000.0,9204489.0,10106975.0,4106975,168.44958333333332
2785,"[28, 35, 27, 9648, 878, 53]",43935,en,Dylan Dog: Dead of Night,7.507999999999999,2011-11-01,Dylan Dog: Dead Of Night,4.4,243,90,"Apr 29, 2011",Dylan Dog: Dead Of Night,20000000.0,1186538.0,6093725.0,-13906275,30.468625
2786,"[18, 28, 53, 80, 10752]",62630,en,The Devil's Double,7.505,2011-07-29,The Devil'S Double,6.7,291,23,"Jul 29, 2011",The Devil'S Double,19100000.0,1361512.0,5965646.0,-13134354,31.23374869109948
2788,"[35, 18, 10749]",45658,en,Everything Must Go,7.492999999999999,2011-05-13,Everything Must Go,6.0,301,50,"May 13, 2011",Everything Must Go,5000000.0,2712131.0,2821010.0,-2178990,56.4202
2793,"[28, 53]",48340,en,Sanctum,7.457000000000001,2011-02-04,Sanctum,5.9,515,45,"Feb 4, 2011",Sanctum,30000000.0,23209310.0,108957098.0,78957098,363.1903266666667
2797,"[18, 35, 10749]",49020,en,Submarine,7.412000000000001,2011-06-03,Submarine,7.4,770,9,"Jun 3, 2011",Submarine,1900000.0,467602.0,4581937.0,2681937,241.1545789473684
2800,[18],72213,en,Courageous,7.406000000000001,2011-09-30,Courageous,7.0,128,87,"Sep 30, 2011",Courageous,2000000.0,34522221.0,35185884.0,33185884,1759.2942
2804,[18],50780,en,The Beaver,7.357,2011-05-05,The Beaver,6.3,464,79,"May 6, 2011",The Beaver,21000000.0,970816.0,5046038.0,-15953962,24.02875238095238
2805,"[14, 878, 27]",50037,en,Beyond the Black Rainbow,7.331,2011-09-24,Beyond The Black Rainbow,5.9,150,100,"May 18, 2012",Beyond The Black Rainbow,1100000.0,56491.0,56491.0,-1043509,5.135545454545454
2811,"[18, 10749]",47760,en,Restless,7.268,2011-09-16,Restless,6.4,258,25,"Sep 16, 2011",Restless,8000000.0,163753.0,2772511.0,-5227489,34.6563875
2812,"[35, 10749, 18]",59861,en,Larry Crowne,7.261,2011-06-30,Larry Crowne,5.8,676,25,"Jul 1, 2011",Larry Crowne,30000000.0,35608245.0,61449135.0,31449135,204.83044999999998
2815,"[878, 18, 9648, 53]",86812,en,Sound of My Voice,7.212000000000001,2011-01-22,Sound Of My Voice,6.4,169,68,"Apr 27, 2012",Sound Of My Voice,135000.0,408015.0,429448.0,294448,318.1096296296296
2822,"[28, 80, 53, 18]",51209,en,Kill the Irishman,7.13,2011-03-11,Kill The Irishman,6.9,274,32,"Mar 11, 2011",Kill The Irishman,12000000.0,1188194.0,1188194.0,-10811806,9.901616666666667
2824,[35],67911,en,Bucky Larson: Born to Be a Star,7.109,2011-09-09,Bucky Larson: Born To Be A Star,4.2,79,78,"Sep 9, 2011",Bucky Larson: Born To Be A Star,10000000.0,2529395.0,2529395.0,-7470605,25.29395
2827,"[27, 9648]",92182,en,Silent House,7.079,2011-01-21,Silent House,5.2,184,97,"Mar 9, 2012",Silent House,2000000.0,12739737.0,16610760.0,14610760,830.538
2828,[35],73937,en,The Big Year,7.077000000000001,2011-10-14,The Big Year,5.8,393,74,"Oct 14, 2011",The Big Year,41000000.0,7204138.0,7684524.0,-33315476,18.74274146341463
2831,"[18, 10752]",45054,en,There Be Dragons,7.058,2011-05-06,There Be Dragons,5.1,93,21,"May 6, 2011",There Be Dragons,36000000.0,1069334.0,4020990.0,-31979010,11.169416666666667
2837,"[35, 10749]",51588,en,Prom,6.9110000000000005,2011-04-29,Prom,6.0,276,97,"Apr 29, 2011",Prom,8000000.0,10130219.0,10763183.0,2763183,134.5397875
2840,"[9648, 878, 53]",98568,en,Enter Nowhere,6.899,2011-10-22,Enter Nowhere,6.7,83,73,"Apr 3, 2012",Enter Nowhere,500000.0,0.0,0.0,-500000,0.0
2858,"[35, 99]",74510,en,Kevin Hart: Laugh at My Pain,6.558,2011-09-09,Kevin Hart: Laugh At My Pain,7.4,76,75,"Sep 9, 2011",Kevin Hart: Laugh At My Pain,750000.0,7706436.0,7712436.0,6962436,1028.3248
2864,"[35, 53, 28, 18]",51995,en,Salvation Boulevard,6.507000000000001,2011-07-15,Salvation Boulevard,5.4,38,31,"Jul 15, 2011",Salvation Boulevard,5500000.0,28468.0,28468.0,-5471532,0.5176000000000001
2868,"[80, 18, 36]",60309,en,The Conspirator,6.492999999999999,2011-04-15,The Conspirator,6.5,226,80,"Apr 15, 2011",The Conspirator,25000000.0,11538204.0,15907411.0,-9092589,63.629644
2886,[18],73873,en,Albert Nobbs,6.277,2011-12-21,Albert Nobbs,6.3,227,67,"Dec 21, 2011",Albert Nobbs,7500000.0,3014696.0,8539003.0,1039003,113.85337333333334
2890,"[28, 53]",58626,en,The Hit List,6.2410000000000005,2011-04-03,The Hit List,5.4,116,95,"May 10, 2011",The Hit List,6000000.0,0.0,0.0,-6000000,0.0
2894,"[18, 10749]",55787,en,Water for Elephants,6.209,2011-04-22,Water For Elephants,6.9,1627,63,"Apr 22, 2011",Water For Elephants,38000000.0,58709717.0,116809717.0,78809717,307.3939921052632
2906,"[18, 36, 10752]",43418,en,Beneath Hill 60,6.067,2011-06-28,Beneath Hill 60,7.0,66,20,"Jun 17, 2014",Beneath Hill 60,9000000.0,0.0,3440939.0,-5559061,38.23265555555555
2912,"[28, 53, 80]",61404,fr,À bout portant,6.021,2011-07-29,Point Blank,6.6,230,69,"Sep 18, 1967",Point Blank,3000000.0,0.0,0.0,-3000000,0.0
2916,"[18, 35]",73532,fr,Le Havre,5.973,2011-10-21,Le Havre,6.9,169,29,"Oct 21, 2011",Le Havre,5500000.0,611709.0,13480196.0,7980196,245.09447272727272
2922,[18],55720,en,A Better Life,5.885,2011-06-24,A Better Life,7.1,97,84,"Jun 24, 2011",A Better Life,10000000.0,1759252.0,1884251.0,-8115749,18.84251
16530,[99],418293,en,A Better Life,0.6,2015-05-01,A Better Life,10.0,1,84,"Jun 24, 2011",A Better Life,10000000.0,1759252.0,1884251.0,-8115749,18.84251
2923,"[99, 18]",84404,en,Bully,5.877000000000001,2011-04-23,Bully,7.2,93,79,"Jul 13, 2001",Bully,2100000.0,881824.0,1381824.0,-718176,65.80114285714286
2924,[18],59437,en,Beautiful Boy,5.872000000000001,2011-06-03,Beautiful Boy,6.0,47,95,"Oct 12, 2018",Beautiful Boy,25000000.0,7634767.0,13031424.0,-11968576,52.125696
23927,[18],451915,en,Beautiful Boy,17.409000000000002,2018-10-12,Beautiful Boy,7.6,500,95,"Oct 12, 2018",Beautiful Boy,25000000.0,7634767.0,13031424.0,-11968576,52.125696
2929,[18],71866,en,Tanner Hall,5.821000000000001,2011-09-09,Tanner Hall,5.9,66,54,"Sep 9, 2011",Tanner Hall,3000000.0,5073.0,5073.0,-2994927,0.1691
2941,"[18, 10749, 10402]",93188,fr,Les bien-aimés,5.599,2011-08-17,Beloved,6.7,31,65,"Oct 16, 1998",Beloved,53000000.0,22852487.0,22852487.0,-30147513,43.1179
2954,"[35, 18]",60422,en,Another Happy Day,5.473,2011-11-18,Another Happy Day,6.1,60,52,"Nov 18, 2011",Another Happy Day,4000000.0,9120.0,978527.0,-3021473,24.463175
2966,"[28, 878, 12]",38356,en,Transformers: Dark of the Moon,5.3389999999999995,2011-06-28,Transformers: Dark Of The Moon,6.1,4961,64,"Jun 29, 2011",Transformers: Dark Of The Moon,195000000.0,352390543.0,1123790543.0,928790543,576.3028425641025
2967,[35],91070,en,L!fe Happens,5.334,2011-06-18,L!Fe Happens,5.3,91,34,"Apr 13, 2012",L!Fe Happens,930000.0,30905.0,30905.0,-899095,3.323118279569892
2987,[18],7353,en,Fireflies in the Garden,5.121,2011-10-11,Fireflies In The Garden,6.3,96,34,"Oct 14, 2011",Fireflies In The Garden,8000000.0,36884.0,3587191.0,-4412809,44.839887499999996
2988,[27],73963,en,Creature,5.121,2011-09-09,Creature,4.1,23,38,"Sep 9, 2011",Creature,3000000.0,331000.0,331000.0,-2669000,11.033333333333333
2991,"[18, 10749, 10752]",79777,en,In the Land of Blood and Honey,5.099,2011-12-23,In The Land Of Blood And Honey,6.1,83,10,"Dec 23, 2011",In The Land Of Blood And Honey,13000000.0,303877.0,509193.0,-12490807,3.9168692307692305
3008,[18],83860,en,October Baby,4.835,2011-10-30,October Baby,6.8,56,35,"Mar 23, 2012",October Baby,1000000.0,5355847.0,5391992.0,4391992,539.1992
3016,"[18, 80]",70877,en,Inside Out,4.758,2011-09-27,Inside Out,4.4,18,98,"Jun 19, 2015",Inside Out,175000000.0,356461711.0,854235992.0,679235992,488.13485257142855
14184,"[18, 35, 16, 10751]",150540,en,Inside Out,24.796999999999997,2015-06-19,Inside Out,8.0,12691,98,"Jun 19, 2015",Inside Out,175000000.0,356461711.0,854235992.0,679235992,488.13485257142855
3017,"[18, 53, 80]",62728,en,Brighton Rock,4.749,2011-08-26,Brighton Rock,6.0,57,11,"Aug 26, 2011",Brighton Rock,11000000.0,229653.0,229653.0,-10770347,2.0877545454545454
3031,"[18, 53]",50875,en,Higher Ground,4.545,2011-08-26,Higher Ground,5.9,21,25,"Aug 23, 2011",Higher Ground,1800000.0,841056.0,842693.0,-957307,46.81627777777778
3035,"[18, 36]",58882,en,Snow Flower and the Secret Fan,4.519,2011-07-15,Snow Flower And The Secret Fan,5.9,39,70,"Jul 15, 2011",Snow Flower And The Secret Fan,6000000.0,1348205.0,11348205.0,5348205,189.13675
3088,"[35, 18]",54662,en,The Future,3.8360000000000003,2011-07-29,The Future,5.8,38,62,"Jul 29, 2011",The Future,1000000.0,568662.0,1239174.0,239174,123.9174
8793,[18],153774,it,Il futuro,2.336,2013-09-06,The Future,5.8,11,62,"Jul 29, 2011",The Future,1000000.0,568662.0,1239174.0,239174,123.9174
3121,"[10749, 35, 18]",66942,en,Griff the Invisible,3.5189999999999997,2011-08-19,Griff The Invisible,6.0,44,81,"Aug 19, 2011",Griff The Invisible,2900000.0,20778.0,25935.0,-2874065,0.8943103448275862
3167,"[28, 35, 27]",63350,en,Father's Day,3.1860000000000004,2011-06-19,Father'S Day,5.9,37,24,"May 9, 1997",Father'S Day,85000000.0,28681080.0,35681080.0,-49318920,41.97774117647059
3222,[18],60421,fa,Circumstance,2.86,2011-08-26,Circumstance,6.9,45,41,"Aug 26, 2011",Circumstance,900000.0,454121.0,958978.0,58978,106.55311111111112
3242,[53],204973,en,Venom,2.758,2011-07-15,Venom,4.3,6,3,"Oct 5, 2018",Venom,116000000.0,213511408.0,853628605.0,737628605,735.8867284482758
23818,"[878, 28]",335983,en,Venom,44.007,2018-10-05,Venom,6.6,6206,3,"Oct 5, 2018",Venom,116000000.0,213511408.0,853628605.0,737628605,735.8867284482758
3318,[18],86549,en,August,2.4330000000000003,2011-06-09,August,6.6,19,40,"Jul 11, 2008",August,3400000.0,12636.0,12636.0,-3387364,0.37164705882352944
3645,[18],73099,en,Elokuu,1.505,2011-06-26,August,5.7,6,40,"Jul 11, 2008",August,3400000.0,12636.0,12636.0,-3387364,0.37164705882352944
3330,"[28, 53]",86709,en,Last Man Standing,2.394,2011-06-07,Last Man Standing,4.4,11,66,"Sep 20, 1996",Last Man Standing,67000000.0,18115927.0,18115927.0,-48884073,27.038697014925372
3340,"[18, 10751]",61038,en,Go for It!,2.352,2011-05-13,Go For It!,6.0,10,52,"May 13, 2011",Go For It!,2450000.0,180237.0,182358.0,-2267642,7.443183673469387
3355,"[35, 10749]",68202,en,Without Men,2.312,2011-06-29,Without Men,4.5,13,14,"Dec 31, 2011",Without Men,4700000.0,0.0,0.0,-4700000,0.0
3362,[18],44160,en,Bal,2.2880000000000003,2011-03-25,Honey,7.1,39,92,"Dec 5, 2003",Honey,18000000.0,30272254.0,62646763.0,44646763,348.0375722222222
3393,[99],123928,de,Gettysburg,2.176,2011-05-30,Gettysburg,5.5,5,86,"Oct 8, 1993",Gettysburg,25000000.0,10731997.0,10731997.0,-14268003,42.927988
3404,[18],54897,en,The Grace Card,2.142,2011-02-25,The Grace Card,6.5,18,18,"Feb 25, 2011",The Grace Card,200000.0,2430735.0,2430735.0,2230735,1215.3675
3424,"[28, 53, 80]",51497,en,Fast Five,2.097,2011-04-28,Fast Five,7.2,4294,67,"Apr 29, 2011",Fast Five,125000000.0,210031325.0,630163454.0,505163454,504.1307632
3444,"[28, 16]",86841,en,Black Panther,2.0580000000000003,2011-01-18,Black Panther,5.1,11,42,"Feb 16, 2018",Black Panther,200000000.0,700059566.0,1348258224.0,1148258224,674.129112
23817,"[28, 12, 14, 878]",284054,en,Black Panther,44.14,2018-02-16,Black Panther,7.4,12365,42,"Feb 16, 2018",Black Panther,200000000.0,700059566.0,1348258224.0,1148258224,674.129112
3451,"[53, 27]",107315,en,Below Zero,2.0269999999999997,2011-10-22,Below Zero,5.2,17,83,"Aug 28, 2012",Below Zero,1200000.0,0.0,0.0,-1200000,0.0
3457,"[35, 18, 10749]",96534,de,My Last Day Without You,2.0069999999999997,2011-06-11,My Last Day Without You,5.8,5,15,"Oct 4, 2013",My Last Day Without You,1000000.0,0.0,0.0,-1000000,0.0
3458,[35],85860,en,The FP,2.0069999999999997,2011-03-13,The Fp,5.4,16,12,"Mar 16, 2012",The Fp,60000.0,0.0,0.0,-60000,0.0
3462,"[27, 53]",231384,en,The Family,2.0,2011-03-10,The Family,3.4,5,22,"Sep 13, 2013",The Family,30000000.0,36918811.0,51078541.0,21078541,170.26180333333335
7979,"[80, 35, 28]",112205,en,The Family,11.571,2013-09-13,The Family,6.2,1647,22,"Sep 13, 2013",The Family,30000000.0,36918811.0,51078541.0,21078541,170.26180333333335
22407,[18],417432,es,La Familia,1.141,2017-10-18,The Family,6.3,3,22,"Sep 13, 2013",The Family,30000000.0,36918811.0,51078541.0,21078541,170.26180333333335
3468,"[35, 10749]",72766,en,Newlyweds,1.973,2011-12-26,Newlyweds,5.4,7,73,"Jan 13, 2012",Newlyweds,9000.0,4584.0,4584.0,-4416,50.93333333333333
3488,"[80, 53]",91926,en,Crawl,1.9369999999999998,2011-10-15,Crawl,5.6,18,16,"Jul 12, 2019",Crawl,17000000.0,0.0,0.0,-17000000,0.0
3492,"[18, 53]",106541,en,Cargo,1.925,2011-10-21,Cargo,4.4,7,73,"Oct 21, 2011",Cargo,4200000.0,0.0,313230.0,-3886770,7.457857142857143
11975,"[14, 18]",182972,en,Cargo,2.457,2014-05-23,Cargo,7.6,47,73,"Oct 21, 2011",Cargo,4200000.0,0.0,313230.0,-3886770,7.457857142857143
23583,"[12, 10751, 16]",460992,en,CarGo,0.6,2017-06-06,Cargo,5.5,4,73,"Oct 21, 2011",Cargo,4200000.0,0.0,313230.0,-3886770,7.457857142857143
24050,"[18, 53, 12, 27]",425972,en,Cargo,12.552,2018-04-19,Cargo,6.3,724,73,"Oct 21, 2011",Cargo,4200000.0,0.0,313230.0,-3886770,7.457857142857143
3495,"[10749, 18, 35]",62976,zh,我知女人心,1.9169999999999998,2011-02-04,What Women Want,6.6,13,72,"Dec 15, 2000",What Women Want,65000000.0,182805123.0,374105123.0,309105123,575.5463430769231
3525,"[18, 9648]",79580,ru,Dom,1.8230000000000002,2011-11-11,Home,5.4,11,44,"Mar 27, 2015",Home,130000000.0,177397510.0,385997896.0,255997896,296.92145846153846
9651,[],237303,en,Home,0.84,2013-11-22,Home,7.0,2,44,"Mar 27, 2015",Home,130000000.0,177397510.0,385997896.0,255997896,296.92145846153846
14262,"[14, 35, 16, 878, 10751]",228161,en,Home,12.835,2015-03-27,Home,6.8,2372,44,"Mar 27, 2015",Home,130000000.0,177397510.0,385997896.0,255997896,296.92145846153846
16636,[],393951,en,HOME,0.6,2015-09-15,Home,8.5,1,44,"Mar 27, 2015",Home,130000000.0,177397510.0,385997896.0,255997896,296.92145846153846
19580,[],409371,en,Home,0.672,2016-08-01,Home,7.0,1,44,"Mar 27, 2015",Home,130000000.0,177397510.0,385997896.0,255997896,296.92145846153846
20446,"[27, 18, 10751]",381507,en,Home,0.6,2016-03-01,Home,4.7,14,44,"Mar 27, 2015",Home,130000000.0,177397510.0,385997896.0,255997896,296.92145846153846
20455,[18],388223,en,Home,0.6,2016-03-17,Home,4.5,2,44,"Mar 27, 2015",Home,130000000.0,177397510.0,385997896.0,255997896,296.92145846153846
23694,[878],496256,en,Home,0.6,2017-04-30,Home,4.0,1,44,"Mar 27, 2015",Home,130000000.0,177397510.0,385997896.0,255997896,296.92145846153846
3576,[27],228550,en,Raymond Did It,1.675,2011-03-27,Raymond Did It,3.7,8,32,"Feb 11, 2011",Raymond Did It,40000.0,3632.0,3632.0,-36368,9.08
3606,[99],56761,en,Reagan,1.58,2011-02-07,Reagan,4.8,9,30,"Dec 31, 2019",Reagan,25000000.0,0.0,0.0,-25000000,0.0
3650,[53],377765,fr,Maniac,1.492,2011-10-31,Maniac,6.1,9,28,"Jan 1, 1980",Maniac,350000.0,10000000.0,10000000.0,9650000,2857.1428571428573
8254,[27],103620,en,Maniac,6.666,2013-06-21,Maniac,6.0,471,28,"Jan 1, 1980",Maniac,350000.0,10000000.0,10000000.0,9650000,2857.1428571428573
3651,"[18, 28, 80]",63006,hi,दम मारो दम,1.4909999999999999,2011-04-22,Dum Maaro Dum,5.4,16,46,"Apr 22, 2011",Dum Maaro Dum,5200000.0,564489.0,11633427.0,6433427,223.71975
3672,"[28, 878, 12]",49538,en,X-Men: First Class,1.4469999999999998,2011-06-03,X-Men: First Class,7.2,8211,42,"Jun 3, 2011",X-Men: First Class,160000000.0,146408305.0,355408305.0,195408305,222.13019062499998
3736,"[28, 35, 53]",70829,ko,The Last Godfather,1.4,2011-04-11,The Last Godfather,4.9,9,41,"Apr 1, 2011",The Last Godfather,13400000.0,164247.0,164247.0,-13235753,1.2257238805970148
3741,"[12, 16, 35, 10751]",46256,en,The Lion of Judah,1.4,2011-06-03,The Lion Of Judah,4.5,3,12,"Jun 3, 2011",The Lion Of Judah,1500000.0,0.0,0.0,-1500000,0.0
3746,"[53, 27]",140781,en,Daylight,1.4,2011-07-17,Daylight,4.2,3,95,"Dec 6, 1996",Daylight,80000000.0,32908290.0,158908290.0,78908290,198.6353625
3821,"[12, 35]",178002,en,The Kings of Appletown,1.256,2011-05-01,The Kings Of Appletown,5.3,3,69,"Dec 12, 2008",The Kings Of Appletown,7000000.0,0.0,0.0,-7000000,0.0
3831,[35],136558,en,Kingdom Come,1.244,2011-01-01,Kingdom Come,8.0,1,6,"Apr 11, 2001",Kingdom Come,7000000.0,23247539.0,23393939.0,16393939,334.19912857142856
3894,[99],82935,en,Dragonslayer,1.155,2011-11-04,Dragonslayer,4.5,2,26,"Jun 26, 1981",Dragonslayer,18000000.0,6000000.0,6000000.0,-12000000,33.33333333333333
3904,"[35, 18, 10749]",38415,en,Bran Nue Dae,1.1420000000000001,2011-09-13,Bran Nue Dae,5.7,12,80,"Sep 10, 2010",Bran Nue Dae,6750000.0,113568.0,6812530.0,62530,100.92637037037038
3909,[18],74457,en,Redemption Road,1.128,2011-08-26,Redemption Road,4.7,6,64,"Aug 26, 2011",Redemption Road,2300000.0,29384.0,29384.0,-2270616,1.2775652173913044
3914,"[27, 53]",116514,en,Forest of the Living Dead,1.125,2011-04-14,The Forest,2.5,1,92,"Jan 8, 2016",The Forest,10000000.0,26594261.0,40749230.0,30749230,407.4923
17572,"[27, 53, 9648]",329440,en,The Forest,10.068999999999999,2016-01-08,The Forest,5.0,957,92,"Jan 8, 2016",The Forest,10000000.0,26594261.0,40749230.0,30749230,407.4923
18995,"[18, 27, 14]",386835,th,The Forest,1.255,2016-03-09,The Forest,5.9,15,92,"Jan 8, 2016",The Forest,10000000.0,26594261.0,40749230.0,30749230,407.4923
3940,[18],66025,en,Mooz-lum,1.057,2011-02-11,Mooz-Lum,4.7,5,92,"Feb 11, 2011",Mooz-Lum,1500000.0,362239.0,372239.0,-1127761,24.815933333333334
3965,"[28, 18, 9648, 10770]",81438,en,Deck the Halls,0.9990000000000001,2011-12-20,Deck The Halls,3.7,3,80,"Nov 22, 2006",Deck The Halls,51000000.0,35093569.0,46815807.0,-4184193,91.7957
4011,"[35, 18, 10749]",79640,en,The One,0.9309999999999999,2011-10-07,The One,5.5,5,10,"Nov 2, 2001",The One,49000000.0,43905746.0,72689126.0,23689126,148.34515510204082
15677,"[10752, 18]",347382,ru,Единичка,1.29,2015-07-07,The One,5.6,5,10,"Nov 2, 2001",The One,49000000.0,43905746.0,72689126.0,23689126,148.34515510204082
4014,[18],294105,en,Wild Card,0.917,2011-01-01,Wild Card,8.0,1,5,"Jan 30, 2015",Wild Card,30000000.0,3200.0,4315789.0,-25684211,14.385963333333333
14190,"[53, 80, 28]",265208,en,Wild Card,22.504,2015-01-30,Wild Card,5.5,930,5,"Jan 30, 2015",Wild Card,30000000.0,3200.0,4315789.0,-25684211,14.385963333333333
4078,"[28, 27, 878, 37]",57817,en,Red River,0.875,2011-05-05,Red River,0.0,1,97,"Aug 26, 1948",Red River,3000000.0,9012000.0,9012000.0,6012000,300.4
4098,[99],256858,de,Kinder,0.84,2011-11-12,Kids,10.0,1,71,"Jul 21, 1995",Kids,1500000.0,7412216.0,20412216.0,18912216,1360.8144
10632,[18],254045,ru,Деточки,0.6,2013-04-10,Kids,5.1,5,71,"Jul 21, 1995",Kids,1500000.0,7412216.0,20412216.0,18912216,1360.8144
4143,"[18, 36, 10752]",72913,en,Amigo,0.84,2011-08-19,Amigo,4.8,4,94,"Aug 19, 2011",Amigo,1500000.0,184705.0,184705.0,-1315295,12.313666666666666
4199,"[10751, 35, 18]",108153,en,Rock the House,0.753,2011-06-18,Rock The House,5.0,4,2,"Dec 31, 2011",Rock The House,250000.0,0.0,0.0,-250000,0.0
4222,[35],154205,en,Snatched,0.725,2011-01-01,Snatched,3.5,2,51,"May 12, 2017",Snatched,42000000.0,45852178.0,57852177.0,15852177,137.74327857142856
20815,"[28, 35]",373569,en,Snatched,10.92,2017-05-12,Snatched,5.3,495,51,"May 12, 2017",Snatched,42000000.0,45852178.0,57852177.0,15852177,137.74327857142856
4251,"[10770, 80, 18, 53]",78814,en,We Have Your Husband,0.698,2011-11-12,We Have Your Husband,5.0,3,95,"Dec 31, 2011",We Have Your Husband,5000000.0,0.0,0.0,-5000000,0.0
