,original_title,genres,averagerating,numvotes,main_genre,subgenre_1,subgenre_2,primary_name,primary_profession,id,movie,production_budget,domestic_gross,worldwide_gross,profit,roi,release_date
1092,Gotti,"Biography,Crime,Drama",4.8,10358,Biography,Crime,Drama,Kevin Connolly,"actor,director,producer",64,Gotti,10000000.0,4286367.0,6089100.0,-3910900,60.891,2018-06-15
1093,Mama,Drama,4.5,6,Drama,,,Sanne Vogel,"actress,director,writer",9,Mama,15000000.0,71628180.0,148095566.0,133095566,987.3037733333333,2013-01-18
1094,Mama,Drama,6.8,24,Drama,,,Nikolay Renard,"director,writer,editor",9,Mama,15000000.0,71628180.0,148095566.0,133095566,987.3037733333333,2013-01-18
1095,Mama,"Horror,Thriller",6.2,158487,Horror,Thriller,,Andy Muschietti,"director,writer,producer",9,Mama,15000000.0,71628180.0,148095566.0,133095566,987.3037733333333,2013-01-18
1096,Mama,Drama,6.6,18,Drama,,,Equan Choi,"director,writer,miscellaneous",9,Mama,15000000.0,71628180.0,148095566.0,133095566,987.3037733333333,2013-01-18
1097,Mama,Drama,6.7,25,Drama,,,Vlado Skafar,"writer,director,editor",9,Mama,15000000.0,71628180.0,148095566.0,133095566,987.3037733333333,2013-01-18
1098,Unbroken,"Biography,Drama,Sport",7.2,129981,Biography,Drama,Sport,Angelina Jolie,"actress,producer,director",82,Unbroken,65000000.0,115637895.0,163527824.0,98527824,251.5812676923077,2014-12-25
1099,Little Boy,"Drama,History,War",7.4,20945,Drama,History,War,Alejandro Monteverde,"producer,director,writer",65,Little Boy,20000000.0,6485961.0,17769299.0,-2230701,88.846495,2015-04-23
1100,Admission,"Comedy,Drama,Romance",5.7,31849,Comedy,Drama,Romance,Paul Weitz,"producer,writer,director",76,Admission,13000000.0,18007317.0,18733666.0,5733666,144.10512307692306,2013-03-22
1101,After Earth,"Action,Adventure,Drama",4.8,181687,Action,Adventure,Drama,M. Night Shyamalan,"producer,writer,director",53,After Earth,130000000.0,60522097.0,251499665.0,121499665,193.46128076923077,2013-05-31
1102,Nebraska,"Adventure,Comedy,Drama",7.7,105304,Adventure,Comedy,Drama,Alexander Payne,"producer,director,writer",91,Nebraska,12000000.0,17654912.0,24761360.0,12761360,206.34466666666665,2013-11-15
1103,The Nut Job,"Adventure,Animation,Comedy",5.7,24587,Adventure,Animation,Comedy,Peter Lepeniotis,"director,writer,animation_department",72,The Nut Job,30000000.0,64251538.0,122529966.0,92529966,408.43322000000006,2014-01-17
1104,Sparrows Dance,"Comedy,Drama,Romance",6.8,550,Comedy,Drama,Romance,Noah Buschel,"director,writer",49,Sparrows Dance,175000.0,2602.0,2602.0,-172398,1.4868571428571429,2013-08-23
1106,Reagan,"Biography,Documentary",7.4,732,Biography,Documentary,,Eugene Jarecki,"director,producer,writer",30,Reagan,25000000.0,0.0,0.0,-25000000,0.0,2011-02-07
1107,Annie,"Comedy,Drama,Family",5.3,31241,Comedy,Drama,Family,Will Gluck,"producer,writer,miscellaneous",89,Annie,65000000.0,85911262.0,139829625.0,74829625,215.1225,2014-12-19
1108,Chappie,"Action,Crime,Drama",6.8,213733,Action,Crime,Drama,Neill Blomkamp,"director,writer,visual_effects",11,Chappie,49000000.0,31569268.0,105002056.0,56002056,214.28991020408162,2015-03-06
1109,Black Panther,"Action,Adventure,Sci-Fi",7.3,516148,Action,Adventure,Sci-Fi,Ryan Coogler,"director,writer,producer",42,Black Panther,200000000.0,700059566.0,1348258224.0,1148258224,674.129112,2011-01-18
1111,About Last Night,"Comedy,Romance",6.1,21078,Comedy,Romance,,Steve Pink,"director,writer,producer",58,About Last Night,13000000.0,48637684.0,50445860.0,37445860,388.0450769230769,2014-02-14
1112,Airborne,"Comedy,Crime,Horror",3.9,2248,Comedy,Crime,Horror,Dominic Burns,"actor,producer,director",85,Airborne,1200000.0,0.0,0.0,-1200000,0.0,2013-02-26
1113,The Gambler,Drama,7.0,10,Drama,,,Szabolcs Hajdu,"actor,director,writer",25,The Gambler,25000000.0,33680992.0,38718031.0,13718031,154.872124,2014-12-25
1114,The Gambler,"Crime,Drama,Thriller",6.0,59995,Crime,Drama,Thriller,Rupert Wyatt,"producer,director,writer",25,The Gambler,25000000.0,33680992.0,38718031.0,13718031,154.872124,2014-12-25
1115,The Gambler,Documentary,7.6,14,Documentary,,,Ross Whitaker,"director,producer,cinematographer",25,The Gambler,25000000.0,33680992.0,38718031.0,13718031,154.872124,2014-12-25
1116,Space Pirate Captain Harlock,"Animation,Sci-Fi",7.1,324,Animation,Sci-Fi,,William Winckler,"actor,writer,director",11,Space Pirate Captain Harlock,30000000.0,0.0,310985.0,-29689015,1.0366166666666665,2014-08-01
1117,All Superheroes Must Die,"Sci-Fi,Thriller",4.0,1977,Sci-Fi,Thriller,,Jason Trost,"actor,writer,director",56,All Superheroes Must Die,20000.0,0.0,0.0,-20000,0.0,2013-01-04
1118,The Fifth Estate,"Biography,Drama,Thriller",6.2,36392,Biography,Drama,Thriller,Bill Condon,"director,writer,producer",50,The Fifth Estate,26000000.0,3254172.0,6154172.0,-19845828,23.669892307692308,2013-10-18
1119,Divergent,"Action,Adventure,Mystery",6.7,399703,Action,Adventure,Mystery,Neil Burger,"director,writer,producer",95,Divergent,85000000.0,150947895.0,276014965.0,191014965,324.7234882352941,2014-03-21
1120,The Words,"Drama,Mystery,Romance",7.1,70308,Drama,Mystery,Romance,Brian Klugman,"actor,writer,director",46,The Words,6000000.0,11494838.0,16369708.0,10369708,272.82846666666666,2012-09-07
1121,Demonic,"Horror,Thriller",5.3,12025,Horror,Thriller,,Will Canon,"writer,director,producer",56,Demonic,3000000.0,0.0,4668109.0,1668109,155.60363333333333,2015-03-28
1122,Demonic,Documentary,5.7,7,Documentary,,,Pia Borg,"director,writer,producer",56,Demonic,3000000.0,0.0,4668109.0,1668109,155.60363333333333,2015-03-28
1123,Inescapable,"Action,Drama,Mystery",5.2,2410,Action,Drama,Mystery,Ruba Nadda,"director,writer,producer",53,Inescapable,4000000.0,4327.0,4327.0,-3995673,0.10817500000000001,2013-02-22
1124,Crawl,"Crime,Thriller",4.7,1095,Crime,Thriller,,Paul China,"writer,director",16,Crawl,17000000.0,0.0,0.0,-17000000,0.0,2011-10-15
1125,Crawl,Drama,6.0,43,Drama,,,Hervé Lasgouttes,"director,art_department,writer",16,Crawl,17000000.0,0.0,0.0,-17000000,0.0,2011-10-15
1126,Crossroads,"Action,Crime,Drama",7.8,8,Action,Crime,Drama,Edris Ne,"director,writer,assistant_director",67,Crossroads,12000000.0,37188667.0,57000000.0,45000000,475.0,2017-10-14
1127,Superstar,Drama,5.3,834,Drama,,,Xavier Giannoli,"director,writer,producer",89,Superstar,14000000.0,30628981.0,30628981.0,16628981,218.77843571428573,2012-09-09
1129,Sisters,Comedy,6.0,58994,Comedy,,,Jason Moore,"director,actor,writer",57,Sisters,30000000.0,87044645.0,106030660.0,76030660,353.43553333333335,2015-12-18
1130,Django Unchained,"Drama,Western",8.4,1211405,Drama,Western,,Quentin Tarantino,"writer,actor,producer",69,Django Unchained,100000000.0,162805434.0,449948323.0,349948323,449.948323,2012-12-25
1131,The Helpers,Horror,4.3,1762,Horror,,,Chris Stokes,"director,writer,producer",63,The Helpers,4000000.0,0.0,0.0,-4000000,0.0,2013-08-16
1132,Blade Runner 2049,"Drama,Mystery,Sci-Fi",8.0,376241,Drama,Mystery,Sci-Fi,Denis Villeneuve,"director,writer,editor",80,Blade Runner 2049,185000000.0,92054159.0,259357408.0,74357408,140.1931935135135,2017-10-06
1134,Dirty Grandpa,Comedy,5.9,101393,Comedy,,,Dan Mazer,"writer,producer,director",62,Dirty Grandpa,11500000.0,35593113.0,105078449.0,93578449,913.7256434782608,2016-01-22
1135,Turbo,"Adventure,Animation,Comedy",6.4,74639,Adventure,Animation,Comedy,David Soren,"writer,actor,director",31,Turbo,135000000.0,83028130.0,286896578.0,151896578,212.5159837037037,2013-07-19
1136,Deepwater Horizon,"Action,Drama,History",7.1,133303,Action,Drama,History,Peter Berg,"producer,actor,writer",47,Deepwater Horizon,156000000.0,61433527.0,122603824.0,-33396176,78.59219487179487,2016-09-30
1138,Hayride,"Crime,Drama,Horror",3.4,622,Crime,Drama,Horror,Terron R. Parsons,"producer,writer,director",13,Hayride,60000.0,0.0,0.0,-60000,0.0,2012-10-13
1139,Safety Not Guaranteed,"Comedy,Drama,Romance",7.0,111907,Comedy,Drama,Romance,Colin Trevorrow,"writer,producer,director",77,Safety Not Guaranteed,750000.0,4010957.0,4422318.0,3672318,589.6424,2012-06-08
1140,The Sessions,"Biography,Comedy,Drama",7.2,39731,Biography,Comedy,Drama,Ben Lewin,"director,writer,producer",33,The Sessions,1000000.0,6002451.0,11495204.0,10495204,1149.5203999999999,2012-10-18
1141,Race,Drama,3.9,73,Drama,,,Kuku Surendran,director,90,Race,5000000.0,19115191.0,23745772.0,18745772,474.91544,2016-02-19
1142,Race,"Biography,Drama,Sport",7.1,30777,Biography,Drama,Sport,Stephen Hopkins,"producer,director,miscellaneous",90,Race,5000000.0,19115191.0,23745772.0,18745772,474.91544,2016-02-19
1143,Filly Brown,"Drama,Music",5.7,1003,Drama,Music,,Youssef Delara,"visual_effects,editor,director",52,Filly Brown,1250000.0,2850357.0,2940411.0,1690411,235.23288,2013-04-19
1144,Life,Documentary,7.8,5,Documentary,,,Patrick Epape,"director,writer,producer",51,Life,75000000.0,64062587.0,73521587.0,-1478413,98.02878266666667,2015-12-04
1146,Life,"Biography,Drama",6.1,6604,Biography,Drama,,Anton Corbijn,"director,actor,art_director",51,Life,75000000.0,64062587.0,73521587.0,-1478413,98.02878266666667,2015-12-04
1148,Life,"Horror,Sci-Fi,Thriller",6.6,182840,Horror,Sci-Fi,Thriller,Daniel Espinosa,"director,producer,writer",51,Life,75000000.0,64062587.0,73521587.0,-1478413,98.02878266666667,2015-12-04
1150,The East,"Adventure,Drama,Thriller",6.8,46804,Adventure,Drama,Thriller,Zal Batmanglij,"writer,director,producer",99,The East,6500000.0,2274649.0,3027956.0,-3472044,46.58393846153846,2013-05-31
1151,The Judge,"Crime,Drama",7.4,162952,Crime,Drama,,David Dobkin,"producer,director,writer",41,The Judge,50000000.0,47119388.0,76119388.0,26119388,152.238776,2014-10-10
1153,The Judge,Documentary,7.3,84,Documentary,,,Erika Cohn,"director,producer,actress",41,The Judge,50000000.0,47119388.0,76119388.0,26119388,152.238776,2014-10-10
1155,Supporting Characters,Comedy,6.4,821,Comedy,,,Daniel Schechter,"writer,editor,director",11,Supporting Characters,60000.0,4917.0,4917.0,-55083,8.195,2012-01-23
1156,Sparkle,"Drama,Music",5.7,5643,Drama,Music,,Salim Akil,"director,producer,writer",96,Sparkle,10000000.0,24397469.0,24660323.0,14660323,246.60323000000002,2010-09-07
1158,The Darkness,"Horror,Thriller",4.4,12435,Horror,Thriller,,Greg Mclean,"writer,producer,director",98,The Darkness,4000000.0,10753574.0,10898293.0,6898293,272.457325,2016-05-13
1159,The Pledge,"Drama,Family",6.3,164,Drama,Family,,J.W. Myers,"actor,producer,director",7,The Pledge,45000000.0,19719930.0,29406132.0,-15593868,65.34696,2011-08-01
1160,Newlyweds,"Comedy,Drama",6.4,1436,Comedy,Drama,,Edward Burns,"actor,writer,producer",73,Newlyweds,9000.0,4584.0,4584.0,-4416,50.93333333333333,2011-12-26
1161,Maggie,"Drama,Horror",5.6,38671,Drama,Horror,,Henry Hobson,"miscellaneous,art_department,director",47,Maggie,4500000.0,187112.0,1027760.0,-3472240,22.83911111111111,2015-05-08
1162,Maggie,Drama,6.4,16,Drama,,,Okseop Lee,"director,writer,editor",47,Maggie,4500000.0,187112.0,1027760.0,-3472240,22.83911111111111,2015-05-08
1163,The Perfect Man,"Drama,Romance",6.2,25,Drama,Romance,,Paul D. Hannah,"producer,director,writer",14,The Perfect Man,10000000.0,16535005.0,19535005.0,9535005,195.35005,2011-06-28
1164,The Perfect Man,Romance,5.2,6,Romance,,,,,14,The Perfect Man,10000000.0,16535005.0,19535005.0,9535005,195.35005,2011-06-28
1165,The Looking Glass,Fantasy,5.5,36,Fantasy,,,Colin Downey,"cinematographer,director,writer",58,The Looking Glass,300000.0,1711.0,1711.0,-298289,0.5703333333333334,2011-01-01
1167,The Looking Glass,"Drama,Music",5.8,156,Drama,Music,,John D. Hancock,"director,writer,producer",58,The Looking Glass,300000.0,1711.0,1711.0,-298289,0.5703333333333334,2011-01-01
1169,Girls Gone Dead,"Comedy,Horror",3.5,2230,Comedy,Horror,,Michael Hoffman Jr.,"editor,producer,director",74,Girls Gone Dead,500000.0,0.0,0.0,-500000,0.0,2012-03-28
1170,Spotlight,"Crime,Drama",8.1,365110,Crime,Drama,,Tom Mccarthy,"actor,producer,writer",34,Spotlight,20000000.0,45055776.0,92088460.0,72088460,460.4423,2015-11-06
1173,Spotlight,Drama,8.0,12,Drama,,,Sunkanmi Adebayo,"director,actor",34,Spotlight,20000000.0,45055776.0,92088460.0,72088460,460.4423,2015-11-06
1176,Parker,"Action,Crime,Thriller",6.2,105529,Action,Crime,Thriller,Taylor Hackford,"producer,director,writer",18,Parker,35000000.0,17616641.0,48543388.0,13543388,138.6953942857143,2013-01-25
1177,Hardflip,"Action,Drama",5.6,673,Action,Drama,,Johnny Remo,"producer,writer,director",81,Hardflip,1000000.0,96734.0,96734.0,-903266,9.6734,2012-06-01
1178,Flight,"Drama,Thriller",7.3,303009,Drama,Thriller,,Robert Zemeckis,"producer,writer,director",23,Flight,31000000.0,93772375.0,160558438.0,129558438,517.9304451612903,2012-11-02
1179,Miss Bala,"Crime,Drama,Thriller",6.5,8092,Crime,Drama,Thriller,Gerardo Naranjo,"director,writer,producer",81,Miss Bala,15000000.0,14998027.0,15362298.0,362298,102.41532,2011-10-01
1180,The Call,"Crime,Drama,Horror",6.7,103780,Crime,Drama,Horror,Brad Anderson,"director,producer,writer",14,The Call,12800000.0,51872378.0,69821476.0,57021476,545.48028125,2013-03-14
1181,The Call,Thriller,6.6,5,Thriller,,,Chinguun Balkhjav,"writer,director,producer",14,The Call,12800000.0,51872378.0,69821476.0,57021476,545.48028125,2013-03-14
1182,Magic Mike,"Comedy,Drama",6.1,123955,Comedy,Drama,,Steven Soderbergh,"producer,director,cinematographer",88,Magic Mike,7000000.0,113721571.0,170549753.0,163549753,2436.4250428571427,2012-06-29
1183,Bachelorette,"Comedy,Romance",5.3,43131,Comedy,Romance,,Leslye Headland,"writer,director,producer",35,Bachelorette,3000000.0,446770.0,12577401.0,9577401,419.2467,2012-09-06
1184,Pompeii,"Action,Adventure,Drama",5.5,100467,Action,Adventure,Drama,Paul W.S. Anderson,"writer,producer,director",97,Pompeii,80000000.0,23169033.0,108469033.0,28469033,135.58629125,2014-02-21
1185,Trash,"Adventure,Crime,Drama",7.2,18690,Adventure,Crime,Drama,Stephen Daldry,"producer,director,miscellaneous",46,Trash,12000000.0,17484.0,6553186.0,-5446814,54.60988333333333,2010-11-03
1187,Open Road,"Action,Drama,Thriller",5.5,1619,Action,Drama,Thriller,Marcio Garcia,"actor,producer,director",59,Open Road,3000000.0,0.0,47469.0,-2952531,1.5823,2013-05-21
1188,Phantom,"Drama,History,Thriller",5.9,12786,Drama,History,Thriller,Todd Robinson,"producer,writer,director",43,Phantom,18000000.0,1034589.0,1199510.0,-16800490,6.663944444444445,2013-03-01
1189,Phantom,Drama,7.7,1165,Drama,,,Jonathan Soler,"director,writer,cinematographer",43,Phantom,18000000.0,1034589.0,1199510.0,-16800490,6.663944444444445,2013-03-01
1190,Phantom,"Action,Drama,Thriller",5.8,7739,Action,Drama,Thriller,Kabir Khan,"director,producer,writer",43,Phantom,18000000.0,1034589.0,1199510.0,-16800490,6.663944444444445,2013-03-01
1191,Phantom,"Crime,Horror,Thriller",8.2,37,Crime,Horror,Thriller,Stephan Taubert,"actor,director,editor",43,Phantom,18000000.0,1034589.0,1199510.0,-16800490,6.663944444444445,2013-03-01
1192,Sinister,"Horror,Mystery,Thriller",6.8,198345,Horror,Mystery,Thriller,Scott Derrickson,"writer,director,producer",69,Sinister,3000000.0,48086903.0,87727807.0,84727807,2924.2602333333334,2011-05-03
1194,Black Rock,"Horror,Thriller",4.8,7596,Horror,Thriller,,Katie Aselton,"actress,producer,director",13,Black Rock,1000000.0,0.0,0.0,-1000000,0.0,2012-01-21
1195,The Big Wedding,"Comedy,Drama,Romance",5.6,44221,Comedy,Drama,Romance,Justin Zackham,"writer,producer,director",87,The Big Wedding,32500000.0,21819348.0,48425971.0,15925971,149.0029876923077,2013-04-25
1196,Seven Psychopaths,"Comedy,Crime",7.2,223493,Comedy,Crime,,Martin Mcdonagh,"writer,director,producer",36,Seven Psychopaths,13500000.0,15024049.0,33035736.0,19535736,244.70915555555558,2012-10-12
1197,Mud,Drama,7.4,156786,Drama,,,Jeff Nichols,"writer,director,producer",98,Mud,10000000.0,21590086.0,31556959.0,21556959,315.56959,2013-05-10
1198,The Brass Teapot,"Comedy,Fantasy,Thriller",6.4,13746,Comedy,Fantasy,Thriller,Ramaa Mosley,"producer,director,writer",44,The Brass Teapot,900000.0,6997.0,413733.0,-486267,45.970333333333336,2013-04-05
1199,Carrie,"Drama,Horror",5.9,125424,Drama,Horror,,Kimberly Peirce,"director,writer,producer",26,Carrie,30000000.0,35266619.0,82409520.0,52409520,274.6984,2013-10-18
1200,The Wicked Within,Horror,4.5,1123,Horror,,,Jay Alaimo,"producer,director,writer",88,The Wicked Within,1200000.0,0.0,0.0,-1200000,0.0,2015-10-16
1201,Morgan,"Drama,Romance",6.8,1232,Drama,Romance,,Michael D. Akers,"director,editor,miscellaneous",5,Morgan,8000000.0,3915251.0,7298786.0,-701214,91.234825,2012-01-07
1203,Morgan,"Action,Horror,Sci-Fi",5.8,35487,Action,Horror,Sci-Fi,Luke Scott,"director,assistant_director,writer",5,Morgan,8000000.0,3915251.0,7298786.0,-701214,91.234825,2012-01-07
1205,Begin Again,"Drama,Family",7.0,57,Drama,Family,,Bill Gillane,"actor,producer,assistant_director",91,Begin Again,8000000.0,16170632.0,68838736.0,60838736,860.4842,2014-07-11
1206,Begin Again,"Comedy,Drama,Music",7.4,129884,Comedy,Drama,Music,John Carney,"director,writer,soundtrack",91,Begin Again,8000000.0,16170632.0,68838736.0,60838736,860.4842,2014-07-11
1207,Exeter,"Horror,Mystery,Thriller",4.5,5156,Horror,Mystery,Thriller,Marcus Nispel,"director,producer,writer",49,Exeter,25000.0,0.0,489792.0,464792,1959.1680000000001,2015-03-26
1208,Red Sky,"Action,Thriller",4.1,1337,Action,Thriller,,Mario Van Peebles,"actor,director,writer",27,Red Sky,25000000.0,0.0,91116.0,-24908884,0.364464,2014-03-12
1209,Red Sky,Thriller,4.9,17,Thriller,,,Patrick Michael Ryder,"director,producer,editor",27,Red Sky,25000000.0,0.0,91116.0,-24908884,0.364464,2014-03-12
1210,Drunk Wedding,Comedy,4.6,729,Comedy,,,Nick Weiss,"director,writer,assistant_director",15,Drunk Wedding,600000.0,3301.0,3301.0,-596699,0.5501666666666667,2015-05-22
1211,The Immigrant,"Drama,Romance",6.6,26618,Drama,Romance,,James Gray,"director,writer,producer",72,The Immigrant,16000000.0,2013456.0,7585011.0,-8414989,47.40631875,2013-10-06
1212,Sex Tape,"Comedy,Romance",5.1,100520,Comedy,Romance,,Jake Kasdan,"producer,director,actor",54,Sex Tape,40000000.0,38543473.0,126069509.0,86069509,315.1737725,2014-07-18
1213,Roadside,"Drama,Horror,Mystery",3.8,361,Drama,Horror,Mystery,Eric England,"director,writer,producer",79,Roadside,500000.0,0.0,0.0,-500000,0.0,2013-03-01
1214,Noah,"Action,Adventure,Drama",5.8,229326,Action,Adventure,Drama,Darren Aronofsky,"producer,director,writer",51,Noah,130000000.0,101200044.0,352831065.0,222831065,271.40851153846154,2013-09-09
1217,Noah,"Drama,Thriller",6.5,12,Drama,Thriller,,Anthony Deveney,"director,writer,cinematographer",51,Noah,130000000.0,101200044.0,352831065.0,222831065,271.40851153846154,2013-09-09
1220,American Assassin,"Action,Thriller",6.2,57793,Action,Thriller,,Michael Cuesta,"producer,director,writer",28,American Assassin,63000000.0,36249674.0,68310140.0,5310140,108.42879365079365,2017-09-15
1221,The House,"Drama,Mystery,Thriller",4.6,50,Drama,Mystery,Thriller,Desiree Lim,"producer,director,writer",86,The House,40000000.0,25584504.0,31192425.0,-8807575,77.9810625,2017-06-30
1222,The House,"Comedy,Crime",5.6,33365,Comedy,Crime,,Andrew Jay Cohen,"writer,producer,director",86,The House,40000000.0,25584504.0,31192425.0,-8807575,77.9810625,2017-06-30
1223,Tomorrowland,"Action,Adventure,Family",6.4,161343,Action,Adventure,Family,Brad Bird,"miscellaneous,writer,director",23,Tomorrowland,170000000.0,93436322.0,206627518.0,36627518,121.54559882352942,2015-05-22
1224,Tomorrowland,Documentary,6.3,7,Documentary,,,Sarvnaz Alambeigi,"director,producer",23,Tomorrowland,170000000.0,93436322.0,206627518.0,36627518,121.54559882352942,2015-05-22
1225,Father Figures,"Adventure,Comedy,Drama",5.5,14373,Adventure,Comedy,Drama,Lawrence Sher,"cinematographer,camera_department,director",56,Father Figures,25000000.0,17501244.0,21038441.0,-3961559,84.153764,2017-12-22
1227,Father Figures,Documentary,6.8,102,Documentary,,,Gillian Hrankowski,"writer,producer,director",56,Father Figures,25000000.0,17501244.0,21038441.0,-3961559,84.153764,2017-12-22
1229,Labor Day,"Drama,Romance",6.9,39242,Drama,Romance,,Jason Reitman,"producer,director,writer",19,Labor Day,18000000.0,13371528.0,14189810.0,-3810190,78.83227777777778,2013-12-27
1230,Tag,Drama,4.6,158,Drama,,,Danny Roth,"producer,casting_director,casting_department",50,Tag,28000000.0,54730625.0,77026186.0,49026186,275.0935214285714,2015-05-04
1232,Tag,Comedy,6.5,85186,Comedy,,,Jeff Tomsic,"producer,director,editor",50,Tag,28000000.0,54730625.0,77026186.0,49026186,275.0935214285714,2015-05-04
1234,Compliance,"Biography,Crime,Drama",6.4,28703,Biography,Crime,Drama,Craig Zobel,"director,producer,writer",68,Compliance,270000.0,319285.0,830700.0,560700,307.6666666666667,2012-08-24
1235,A Most Wanted Man,"Crime,Drama,Thriller",6.8,67914,Crime,Drama,Thriller,Anton Corbijn,"director,actor,art_director",76,A Most Wanted Man,15000000.0,17237855.0,36068890.0,21068890,240.45926666666668,2014-07-25
1236,The Neon Demon,"Horror,Thriller",6.2,72359,Horror,Thriller,,Nicolas Winding Refn,"writer,director,producer",68,The Neon Demon,7500000.0,1333124.0,3559803.0,-3940197,47.464040000000004,2016-06-14
1237,Victor Frankenstein,"Drama,Horror,Sci-Fi",6.0,47492,Drama,Horror,Sci-Fi,Paul Mcguigan,"director,producer",24,Victor Frankenstein,40000000.0,5775076.0,31124367.0,-8875633,77.8109175,2015-11-10
1239,The Cottage,"Drama,Horror,Thriller",4.8,1016,Drama,Horror,Thriller,Chris Jaymes,"actor,director,producer",84,The Cottage,5000000.0,0.0,1504960.0,-3495040,30.0992,2012-12-10
1240,Rush,"Action,Biography,Drama",8.1,393437,Action,Biography,Drama,Ron Howard,"actor,producer,director",71,Rush,38000000.0,26947624.0,98230839.0,60230839,258.50220789473684,2013-09-27
1241,Rush,"Comedy,Romance",7.9,8,Comedy,Romance,,Sarah Jane Inwards,"producer,writer,casting_department",71,Rush,38000000.0,26947624.0,98230839.0,60230839,258.50220789473684,2013-09-27
1242,Rush,"Crime,Thriller",3.8,780,Crime,Thriller,,Shamin Desai,"director,writer",71,Rush,38000000.0,26947624.0,98230839.0,60230839,258.50220789473684,2013-09-27
1243,The Good Dinosaur,"Adventure,Animation,Comedy",6.7,91465,Adventure,Animation,Comedy,Peter Sohn,"actor,animation_department,art_department",73,The Good Dinosaur,187500000.0,123087120.0,333771037.0,146271037,178.01121973333335,2015-11-25
1245,Geostorm,"Action,Sci-Fi,Thriller",5.3,78287,Action,Sci-Fi,Thriller,Dean Devlin,"producer,actor,director",99,Geostorm,100000000.0,33700160.0,220796009.0,120796009,220.79600899999997,2017-10-20
1247,Pitch Perfect,"Comedy,Music,Romance",7.2,256565,Comedy,Music,Romance,Jason Moore,"director,actor,writer",75,Pitch Perfect,17000000.0,65001093.0,116044347.0,99044347,682.613805882353,2012-09-28
1248,The Upside,"Comedy,Drama",6.7,24169,Comedy,Drama,,Neil Burger,"director,writer,producer",85,The Upside,37500000.0,108235497.0,119024536.0,81524536,317.39876266666664,2019-01-11
1249,Chernobyl Diaries,"Horror,Mystery,Thriller",5.0,60304,Horror,Mystery,Thriller,Bradley Parker,"visual_effects,director,art_department",18,Chernobyl Diaries,1000000.0,18119640.0,42411721.0,41411721,4241.1721,2012-05-25
1250,Hell Fest,Horror,5.5,8662,Horror,,,Gregory Plotkin,"editorial_department,editor,producer",20,Hell Fest,5500000.0,11107431.0,18119231.0,12619231,329.4405636363636,2018-09-28
1251,Machete Kills,"Action,Crime,Sci-Fi",5.6,69968,Action,Crime,Sci-Fi,Robert Rodriguez,"producer,writer,director",58,Machete Kills,20000000.0,8008161.0,18273009.0,-1726991,91.365045,2013-10-11
1252,Neighbors,Comedy,6.3,266020,Comedy,,,Nicholas Stoller,"producer,writer,director",64,Neighbors,18000000.0,150086800.0,270944428.0,252944428,1505.2468222222221,2014-05-09
1253,Neighbors,"Comedy,Drama",7.6,18,Comedy,Drama,,Gigisha Abashidze,director,64,Neighbors,18000000.0,150086800.0,270944428.0,252944428,1505.2468222222221,2014-05-09
1254,War Dogs,"Comedy,Crime,Drama",7.1,154029,Comedy,Crime,Drama,Todd Phillips,"producer,director,writer",45,War Dogs,50000000.0,43034523.0,86234503.0,36234503,172.46900599999998,2016-08-19
1255,Breathless,"Comedy,Thriller",5.1,1238,Comedy,Thriller,,Jesse Baget,"producer,writer,director",9,Breathless,7000000.0,19910002.0,19910002.0,12910002,284.42859999999996,2012-01-04
1256,Breathless,Documentary,7.4,8,Documentary,,,Daniel Lambo,"director,writer,producer",9,Breathless,7000000.0,19910002.0,19910002.0,12910002,284.42859999999996,2012-01-04
1257,The Frozen Ground,"Crime,Drama,Mystery",6.4,51915,Crime,Drama,Mystery,Scott Walker,"director,writer,producer",22,The Frozen Ground,19200000.0,0.0,5617460.0,-13582540,29.257604166666667,2013-08-23
1258,The 33,"Biography,Drama,History",6.9,32263,Biography,Drama,History,Patricia Riggen,"director,producer,miscellaneous",78,The 33,25000000.0,12227722.0,28400715.0,3400715,113.60285999999999,2015-11-09
1259,Believe,"Drama,Sport",5.7,695,Drama,Sport,,David Scheinmann,"director,writer,cinematographer",13,Believe,3500000.0,890303.0,890303.0,-2609697,25.437228571428573,2013-09-27
1261,Believe,Drama,5.0,338,Drama,,,Billy Dickson,"cinematographer,director,writer",13,Believe,3500000.0,890303.0,890303.0,-2609697,25.437228571428573,2013-09-27
1263,No Good Deed,"Action,Crime,Drama",5.6,16045,Action,Crime,Drama,Sam Miller,"actor,director,producer",44,No Good Deed,13200000.0,52543632.0,54323210.0,41123210,411.5394696969697,2014-09-12
1264,Banshee Chapter,"Horror,Sci-Fi,Thriller",5.5,8219,Horror,Sci-Fi,Thriller,Blair Erickson,"director,writer,editorial_department",30,Banshee Chapter,950000.0,0.0,78122.0,-871878,8.223368421052632,2013-11-06
1265,Walter,"Comedy,Drama",5.4,1747,Comedy,Drama,,Anna Mastro,"director,producer,miscellaneous",96,Walter,700000.0,0.0,0.0,-700000,0.0,2015-03-13
1266,The Smurfs 2,"Adventure,Animation,Comedy",5.4,34229,Adventure,Animation,Comedy,Raja Gosnell,"editor,director,editorial_department",33,The Smurfs 2,110000000.0,71017784.0,348547523.0,238547523,316.86138454545454,2013-07-31
