,original_title,runtime_minutes,genres,averagerating,numvotes,main_genre,subgenre_1,subgenre_2,primary_name,primary_profession,id,movie,production_budget,domestic_gross,worldwide_gross,profit,roi,release_date_x
301,Beautiful Boy,120.0,"Biography,Drama",7.3,30368,Biography,Drama,,Felix Van Groeningen,"director,writer,assistant_director",95,Beautiful Boy,25000000.0,7634767.0,13031424.0,-11968576,52.125696,2011-06-03
305,"Fat, Sick & Nearly Dead",97.0,Documentary,7.6,8164,Documentary,,,Kurt Engfehr,"producer,editor,editorial_department",10,"Fat, Sick & Nearly Dead",2600000.0,0.0,0.0,-2600000,0.0,2010-04-16
306,Iron Man 2,124.0,"Action,Adventure,Sci-Fi",7.0,657690,Action,Adventure,Sci-Fi,Jon Favreau,"producer,actor,miscellaneous",15,Iron Man 2,170000000.0,312433331.0,621156389.0,451156389,365.3861111764706,2010-05-07
307,Let Me In,116.0,"Drama,Fantasy,Horror",7.1,107012,Drama,Fantasy,Horror,Matt Reeves,"producer,writer,director",38,Let Me In,20000000.0,12134935.0,28270399.0,8270399,141.351995,2010-10-01
309,Anchorman 2: The Legend Continues,119.0,Comedy,6.3,156116,Comedy,,,Adam Mckay,"producer,writer,director",92,Anchorman 2: The Legend Continues,50000000.0,127352707.0,172185754.0,122185754,344.371508,2013-12-18
310,Same Kind Of Different As Me,119.0,"Biography,Drama",6.5,4319,Biography,Drama,,Michael Carney,"producer,writer,director",95,Same Kind Of Different As Me,6500000.0,6423605.0,6423605.0,-76395,98.8246923076923,2017-10-20
311,Due Date,95.0,"Adventure,Comedy",6.5,303523,Adventure,Comedy,,Todd Phillips,"producer,director,writer",84,Due Date,65000000.0,100539043.0,211739043.0,146739043,325.75237384615383,2010-11-04
312,Hot Tub Time Machine,101.0,"Comedy,Sci-Fi",6.4,153962,Comedy,Sci-Fi,,Steve Pink,"director,writer,producer",10,Hot Tub Time Machine,36000000.0,50269859.0,65967750.0,29967750,183.24375,2010-03-26
313,That'S My Boy,116.0,Comedy,5.6,83009,Comedy,,,Sean Anders,"writer,director,producer",71,That'S My Boy,57500000.0,36931089.0,58085235.0,585235,101.01780000000001,2012-06-15
314,Drones,98.0,Comedy,6.4,483,Comedy,,,Adam Busch,"actor,director,producer",72,Drones,500000.0,0.0,0.0,-500000,0.0,2013-10-25
316,21 Jump Street,109.0,"Action,Comedy,Crime",7.2,477771,Action,Comedy,Crime,Phil Lord,"producer,writer,director",44,21 Jump Street,42000000.0,138447667.0,202812429.0,160812429,482.88673571428575,2012-03-12
317,Brighton Rock,111.0,"Crime,Drama,Thriller",5.7,5784,Crime,Drama,Thriller,Rowan Joffe,"writer,producer,director",11,Brighton Rock,11000000.0,229653.0,229653.0,-10770347,2.0877545454545454,2011-08-26
318,Ironclad,121.0,"Action,Adventure,Drama",6.2,38477,Action,Adventure,Drama,Jonathan English,"producer,director,writer",25,Ironclad,25000000.0,0.0,5297411.0,-19702589,21.189643999999998,2011-07-08
319,Red Dawn,93.0,"Action,Sci-Fi,Thriller",5.4,69599,Action,Sci-Fi,Thriller,Dan Bradley,"stunts,assistant_director,actor",1,Red Dawn,65000000.0,44806783.0,48164150.0,-16835850,74.0986923076923,2012-11-21
320,Robocop,117.0,"Action,Crime,Sci-Fi",6.2,205798,Action,Crime,Sci-Fi,José Padilha,"producer,director,writer",96,Robocop,120000000.0,58607007.0,242981799.0,122981799,202.48483249999998,2014-02-12
321,The Future,91.0,"Drama,Fantasy,Romance",6.2,7648,Drama,Fantasy,Romance,Miranda July,"writer,actress,director",62,The Future,1000000.0,568662.0,1239174.0,239174,123.9174,2011-07-29
323,Wild Target,98.0,"Action,Comedy,Crime",6.8,33915,Action,Comedy,Crime,Jonathan Lynn,"writer,actor,director",28,Wild Target,8000000.0,109338.0,5314194.0,-2685806,66.427425,2010-10-29
324,Broken City,109.0,"Crime,Drama,Thriller",6.2,71704,Crime,Drama,Thriller,Allen Hughes,"producer,director,writer",11,Broken City,35000000.0,19701164.0,34480045.0,-519955,98.5144142857143,2013-01-18
325,Your Highness,102.0,"Adventure,Comedy,Fantasy",5.5,92940,Adventure,Comedy,Fantasy,David Gordon Green,"producer,director,writer",78,Your Highness,50000000.0,21596445.0,26121638.0,-23878362,52.24327600000001,2011-04-08
326,I Spit On Your Grave,108.0,"Horror,Thriller",6.3,68592,Horror,Thriller,,Steven R. Monroe,"camera_department,director,producer",37,I Spit On Your Grave,1750000.0,93051.0,1278471.0,-471529,73.05548571428572,2010-10-08
327,We Need To Talk About Kevin,112.0,"Drama,Mystery,Thriller",7.5,123619,Drama,Mystery,Thriller,Lynne Ramsay,"director,writer,producer",43,We Need To Talk About Kevin,7000000.0,1738692.0,10765283.0,3765283,153.78975714285716,2011-12-09
328,The Tourist,103.0,"Action,Adventure,Thriller",6.0,206714,Action,Adventure,Thriller,Florian Henckel Von Donnersmarck,"director,writer,producer",85,The Tourist,100000000.0,67631157.0,278731369.0,178731369,278.731369,2010-12-10
329,Aloha,105.0,"Comedy,Drama,Romance",5.4,54646,Comedy,Drama,Romance,Cameron Crowe,"writer,producer,director",3,Aloha,37000000.0,21052030.0,25387091.0,-11612909,68.61375945945946,2015-05-29
330,Extraordinary Measures,106.0,Drama,6.5,15673,Drama,,,Tom Vaughan,"director,writer",33,Extraordinary Measures,31000000.0,12482741.0,15826984.0,-15173016,51.05478709677419,2010-01-21
331,Conviction,107.0,"Biography,Crime,Drama",7.2,39771,Biography,Crime,Drama,Tony Goldwyn,"actor,director,writer",28,Conviction,12500000.0,6797696.0,11826980.0,-673020,94.61583999999999,2010-10-15
332,This Is The End,107.0,"Comedy,Fantasy",6.6,360556,Comedy,Fantasy,,Seth Rogen,"actor,writer,producer",91,This Is The End,32000000.0,101470202.0,126539117.0,94539117,395.434740625,2013-06-12
333,Red,111.0,"Action,Comedy,Crime",7.1,271570,Action,Comedy,Crime,Robert Schwentke,"director,writer,soundtrack",63,Red,60000000.0,90380162.0,196439693.0,136439693,327.3994883333333,2010-10-14
336,Snatched,81.0,Comedy,5.5,61,Comedy,,,Joe Cacaci,"writer,producer,director",51,Snatched,42000000.0,45852178.0,57852177.0,15852177,137.74327857142856,2017-05-12
339,Unforgettable,88.0,Documentary,5.9,7,Documentary,,,Eric Williams,"writer,cinematographer,camera_department",39,Unforgettable,18000000.0,2483790.0,2483790.0,-15516210,13.798833333333333,2017-04-21
342,High School,99.0,Comedy,5.8,7060,Comedy,,,John Stalberg Jr.,"director,writer,producer",15,High School,10000000.0,139034.0,248133.0,-9751867,2.48133,2010-06-03
343,Kick-Ass,117.0,"Action,Comedy",7.6,497363,Action,Comedy,,Matthew Vaughn,"producer,writer,director",54,Kick-Ass,28000000.0,48071303.0,97531134.0,69531134,348.32547857142856,2010-04-16
344,Salvation Boulevard,96.0,"Action,Comedy,Drama",5.3,4220,Action,Comedy,Drama,George Ratliff,"director,producer,writer",31,Salvation Boulevard,5500000.0,28468.0,28468.0,-5471532,0.5176000000000001,2011-07-15
345,300: Rise Of An Empire,102.0,"Action,Fantasy,War",6.2,262978,Action,Fantasy,War,Noam Murro,"director,producer",26,300: Rise Of An Empire,110000000.0,106580051.0,330780051.0,220780051,300.7091372727273,2014-03-07
346,Immortals,110.0,"Action,Drama,Fantasy",6.0,152992,Action,Drama,Fantasy,Tarsem Singh,"director,producer,soundtrack",45,Immortals,75000000.0,83504017.0,211562435.0,136562435,282.0832466666667,2011-11-11
347,Holmes & Watson,90.0,"Adventure,Comedy,Crime",3.8,17661,Adventure,Comedy,Crime,Etan Cohen,"writer,producer,director",58,Holmes & Watson,42000000.0,30568743.0,41926605.0,-73395,99.82525,2018-12-25
348,Incendies,131.0,"Drama,Mystery,War",8.3,124156,Drama,Mystery,War,Denis Villeneuve,"director,writer,editor",76,Incendies,6800000.0,6857096.0,16038343.0,9238343,235.85798529411767,2010-09-04
349,The Man With The Iron Fists,95.0,Action,5.4,58185,Action,,,Rza,"soundtrack,actor,composer",79,The Man With The Iron Fists,15000000.0,15634090.0,22018988.0,7018988,146.79325333333333,2012-11-02
350,The Cabin In The Woods,95.0,Horror,7.0,338445,Horror,,,Drew Goddard,"producer,writer,miscellaneous",11,The Cabin In The Woods,30000000.0,42073277.0,70689968.0,40689968,235.63322666666667,2012-04-12
351,Den Of Thieves,140.0,"Action,Crime,Drama",7.0,69648,Action,Crime,Drama,Christian Gudegast,"writer,director,producer",3,Den Of Thieves,30000000.0,44947622.0,80131391.0,50131391,267.1046366666667,2018-01-19
352,Icarus,88.0,"Action,Drama,Thriller",5.2,3871,Action,Drama,Thriller,Dolph Lundgren,"actor,producer,director",91,Icarus,6000000.0,0.0,0.0,-6000000,0.0,2010-09-10
356,Sex And The City 2,146.0,"Comedy,Drama,Romance",4.4,69199,Comedy,Drama,Romance,Michael Patrick King,"producer,writer,director",16,Sex And The City 2,95000000.0,95347692.0,294680778.0,199680778,310.1902926315789,2010-05-27
357,Scream 4,111.0,"Horror,Mystery",6.2,118779,Horror,Mystery,,Wes Craven,"writer,producer,director",55,Scream 4,40000000.0,38180928.0,95989590.0,55989590,239.97397500000002,2011-04-11
358,The Roommate,91.0,"Drama,Thriller",4.9,33062,Drama,Thriller,,Christian E. Christiansen,"director,production_manager,writer",39,The Roommate,16000000.0,37300107.0,52545707.0,36545707,328.41066875,2011-02-04
359,Hercules,98.0,"Action,Adventure,Fantasy",6.0,137287,Action,Adventure,Fantasy,Brett Ratner,"producer,director,actor",84,Hercules,100000000.0,72688614.0,243388614.0,143388614,243.388614,2014-07-25
361,The Devil'S Double,109.0,"Biography,Drama,Thriller",7.1,58342,Biography,Drama,Thriller,Lee Tamahori,"director,assistant_director,sound_department",23,The Devil'S Double,19100000.0,1361512.0,5965646.0,-13134354,31.23374869109948,2011-07-29
362,Don'T Be Afraid Of The Dark,99.0,"Fantasy,Horror,Thriller",5.6,44490,Fantasy,Horror,Thriller,Troy Nixey,"director,writer,producer",43,Don'T Be Afraid Of The Dark,25000000.0,24046682.0,39126427.0,14126427,156.505708,2010-11-06
363,Venom,112.0,"Action,Sci-Fi,Thriller",6.7,275406,Action,Sci-Fi,Thriller,Ruben Fleischer,"producer,writer,director",3,Venom,116000000.0,213511408.0,853628605.0,737628605,735.8867284482758,2018-10-05
365,2 Guns,109.0,"Action,Comedy,Crime",6.7,182025,Action,Comedy,Crime,Baltasar Kormákur,"producer,director,writer",39,2 Guns,61000000.0,75612460.0,132493015.0,71493015,217.20166393442622,2013-08-02
366,Small Apartments,96.0,"Comedy,Crime,Drama",6.1,6688,Comedy,Crime,Drama,Jonas Åkerlund,"director,editor,writer",90,Small Apartments,2000000.0,0.0,0.0,-2000000,0.0,2012-03-10
367,London Fields,118.0,"Crime,Mystery,Thriller",4.3,2871,Crime,Mystery,Thriller,Mathew Cullen,"director,producer,executive",24,London Fields,8000000.0,252676.0,433732.0,-7566268,5.42165,2018-10-26
368,The Spy Next Door,94.0,"Action,Comedy,Family",5.5,36767,Action,Comedy,Family,Brian Levant,"producer,writer,director",68,The Spy Next Door,28000000.0,24307106.0,46752858.0,18752858,166.97449285714285,2010-01-15
369,The Tempest,110.0,"Comedy,Drama,Fantasy",5.4,7073,Comedy,Drama,Fantasy,Julie Taymor,"director,miscellaneous,writer",1,The Tempest,20000000.0,277943.0,277943.0,-19722057,1.389715,2010-12-10
372,Dying Of The Light,94.0,"Drama,Thriller",4.4,8888,Drama,Thriller,,Paul Schrader,"writer,director,soundtrack",85,Dying Of The Light,5000000.0,0.0,74639.0,-4925361,1.49278,2014-12-04
373,Looper,113.0,"Action,Crime,Drama",7.4,500595,Action,Crime,Drama,Rian Johnson,"director,writer,editor",69,Looper,30000000.0,66486205.0,170466405.0,140466405,568.2213499999999,2012-09-28
374,Madagascar 3: Europe'S Most Wanted,93.0,"Adventure,Animation,Comedy",6.8,146858,Adventure,Animation,Comedy,Conrad Vernon,"actor,producer,animation_department",97,Madagascar 3: Europe'S Most Wanted,145000000.0,216391482.0,746921271.0,601921271,515.1181179310345,2012-06-08
375,Date Night,88.0,"Comedy,Crime,Romance",6.3,144683,Comedy,Crime,Romance,Shawn Levy,"producer,director,actor",99,Date Night,55000000.0,98711404.0,152269033.0,97269033,276.8527872727273,2010-04-08
376,Easy A,92.0,"Comedy,Drama,Romance",7.1,330125,Comedy,Drama,Romance,Will Gluck,"producer,writer,miscellaneous",67,Easy A,8000000.0,58401464.0,76200721.0,68200721,952.5090125,2010-09-17
377,Bad Teacher,92.0,"Comedy,Romance",5.7,181189,Comedy,Romance,,Jake Kasdan,"producer,director,actor",27,Bad Teacher,19000000.0,100292856.0,215448997.0,196448997,1133.942089473684,2011-06-19
378,The Strangers: Prey At Night,85.0,Horror,5.2,21614,Horror,,,Johannes Roberts,"director,writer,producer",79,The Strangers: Prey At Night,5000000.0,24431472.0,29960051.0,24960051,599.20102,2018-03-09
379,The Social Network,120.0,"Biography,Drama",7.7,568578,Biography,Drama,,David Fincher,"director,producer,actor",91,The Social Network,40000000.0,96962694.0,224922135.0,184922135,562.3053375,2010-10-01
380,Cats & Dogs: The Revenge Of Kitty Galore,82.0,"Action,Comedy,Family",4.3,12642,Action,Comedy,Family,Brad Peyton,"producer,writer,director",17,Cats & Dogs: The Revenge Of Kitty Galore,85000000.0,43585753.0,113026383.0,28026383,132.97221529411763,2010-07-30
381,Evil Dead,91.0,"Fantasy,Horror,Thriller",6.5,146399,Fantasy,Horror,Thriller,Fede Alvarez,"director,writer,producer",77,Evil Dead,17000000.0,54239856.0,97778356.0,80778356,575.1668,2013-04-05
382,Ghostbusters,116.0,"Action,Comedy,Fantasy",5.2,186788,Action,Comedy,Fantasy,Paul Feig,"actor,producer,director",4,Ghostbusters,144000000.0,128350574.0,229008658.0,85008658,159.03379027777777,2016-07-15
383,Teenage Mutant Ninja Turtles,101.0,"Action,Adventure,Comedy",5.8,192220,Action,Adventure,Comedy,Jonathan Liebesman,"director,writer,editor",68,Teenage Mutant Ninja Turtles,125000000.0,191204754.0,485004754.0,360004754,388.0038032,2014-08-08
384,Warrior,140.0,"Drama,Sport",8.2,403755,Drama,Sport,,Gavin O'Connor,"producer,director,writer",74,Warrior,25000000.0,13657115.0,24215385.0,-784615,96.86154,2011-09-09
385,How To Be Single,110.0,"Comedy,Drama,Romance",6.1,74329,Comedy,Drama,Romance,Christian Ditter,"director,producer,writer",98,How To Be Single,37000000.0,46843513.0,100003780.0,63003780,270.2804864864865,2016-02-12
386,Xxx: Return Of Xander Cage,107.0,"Action,Adventure,Thriller",5.2,77976,Action,Adventure,Thriller,D.J. Caruso,"director,producer,writer",15,Xxx: Return Of Xander Cage,85000000.0,44898413.0,345033359.0,260033359,405.92159882352945,2017-01-20
387,The Last Song,107.0,"Drama,Music,Romance",6.0,74914,Drama,Music,Romance,Julie Anne Robinson,"director,producer",15,The Last Song,20000000.0,62950384.0,92678948.0,72678948,463.39474,2010-03-31
388,The Fp,82.0,Comedy,5.6,1541,Comedy,,,Brandon Trost,"cinematographer,special_effects,camera_department",12,The Fp,60000.0,0.0,0.0,-60000,0.0,2011-03-13
389,Animals,94.0,"Drama,Fantasy",6.2,758,Drama,Fantasy,,Marçal Forés,"director,writer,assistant_director",34,Animals,5500000.0,0.0,0.0,-5500000,0.0,2014-05-15
391,The Watch,102.0,"Action,Comedy,Horror",5.7,115757,Action,Comedy,Horror,Akiva Schaffer,"writer,director,soundtrack",27,The Watch,55000000.0,34353000.0,67130045.0,12130045,122.05462727272727,2012-07-27
392,Pirates Of The Caribbean: On Stranger Tides,136.0,"Action,Adventure,Fantasy",6.6,447624,Action,Adventure,Fantasy,Rob Marshall,"director,miscellaneous,producer",2,Pirates Of The Caribbean: On Stranger Tides,410600000.0,241063875.0,1045663875.0,635063875,254.6672856794934,2011-05-20
393,Kung Fu Panda 2,90.0,"Action,Adventure,Animation",7.2,228465,Action,Adventure,Animation,Jennifer Yuh Nelson,"animation_department,art_department,director",74,Kung Fu Panda 2,150000000.0,165249063.0,664837547.0,514837547,443.22503133333333,2011-05-25
394,Yogi Bear,80.0,"Adventure,Animation,Comedy",4.6,18934,Adventure,Animation,Comedy,Eric Brevig,"visual_effects,director,assistant_director",62,Yogi Bear,80000000.0,100246011.0,204774690.0,124774690,255.96836249999998,2010-12-17
395,Standing Ovation,105.0,Musical,3.3,658,Musical,,,Stewart Raffill,"director,miscellaneous,writer",11,Standing Ovation,5600000.0,531806.0,531806.0,-5068194,9.496535714285715,2010-07-16
396,Our Family Wedding,103.0,"Comedy,Romance",4.9,6417,Comedy,Romance,,Rick Famuyiwa,"producer,director,writer",95,Our Family Wedding,14000000.0,20255281.0,21410546.0,7410546,152.93247142857143,2010-03-12
397,Mars Needs Moms,88.0,"Adventure,Animation,Family",5.4,19823,Adventure,Animation,Family,Simon Wells,"animation_department,director,art_department",94,Mars Needs Moms,150000000.0,21392758.0,39549758.0,-110450242,26.366505333333336,2011-03-11
398,50/50,100.0,"Comedy,Drama,Romance",7.7,300475,Comedy,Drama,Romance,Jonathan Levine,"writer,director,producer",73,50/50,8000000.0,35016118.0,41334735.0,33334735,516.6841875,2011-09-30
400,Seeking A Friend For The End Of The World,101.0,"Adventure,Comedy,Drama",6.7,102047,Adventure,Comedy,Drama,Lorene Scafaria,"writer,actress,soundtrack",48,Seeking A Friend For The End Of The World,10000000.0,7078738.0,11766959.0,1766959,117.66958999999999,2012-06-22
401,Bullet To The Head,92.0,"Action,Crime,Thriller",5.7,44816,Action,Crime,Thriller,Walter Hill,"producer,writer,director",42,Bullet To The Head,55000000.0,9489829.0,22597969.0,-32402031,41.087216363636365,2013-02-01
402,Animal Kingdom,113.0,"Crime,Drama",7.3,51576,Crime,Drama,,David Michôd,"writer,producer,director",71,Animal Kingdom,4200000.0,1044039.0,8078683.0,3878683,192.34959523809522,2010-08-13
403,Devil,80.0,"Horror,Mystery,Thriller",6.2,122080,Horror,Mystery,Thriller,John Erick Dowdle,"director,writer,producer",71,Devil,10000000.0,33679655.0,63354114.0,53354114,633.54114,2010-09-17
404,There Be Dragons,122.0,"Biography,Drama,War",5.8,4326,Biography,Drama,War,Roland Joffé,"director,producer,writer",21,There Be Dragons,36000000.0,1069334.0,4020990.0,-31979010,11.169416666666667,2011-05-06
405,Rise Of The Planet Of The Apes,105.0,"Action,Drama,Sci-Fi",7.6,473020,Action,Drama,Sci-Fi,Rupert Wyatt,"producer,director,writer",31,Rise Of The Planet Of The Apes,93000000.0,176760185.0,470986200.0,377986200,506.43677419354833,2011-08-04
406,It'S A Wonderful Afterlife,100.0,"Comedy,Drama,Fantasy",5.4,1361,Comedy,Drama,Fantasy,Gurinder Chadha,"writer,producer,director",36,It'S A Wonderful Afterlife,10000000.0,0.0,1642939.0,-8357061,16.429389999999998,2010-10-08
407,The Last Exorcism,87.0,"Drama,Horror,Thriller",5.6,45815,Drama,Horror,Thriller,Daniel Stamm,"director,writer",15,The Last Exorcism,1800000.0,41034350.0,70165900.0,68365900,3898.105555555556,2010-08-27
408,The Expendables,103.0,"Action,Adventure,Thriller",6.5,307897,Action,Adventure,Thriller,Sylvester Stallone,"actor,writer,producer",34,The Expendables,82000000.0,103068524.0,268268174.0,186268174,327.1563097560976,2010-08-03
409,Gulliver'S Travels,85.0,"Adventure,Comedy,Family",4.9,61178,Adventure,Comedy,Family,Rob Letterman,"director,writer,producer",13,Gulliver'S Travels,112000000.0,42779261.0,232017848.0,120017848,207.15879285714288,2010-12-25
410,The Reef,94.0,"Adventure,Drama,Horror",5.8,15194,Adventure,Drama,Horror,Andrew Traucki,"director,producer,writer",33,The Reef,10000000.0,0.0,15037867.0,5037867,150.37867,2010-05-15
411,Death At A Funeral,92.0,Comedy,5.7,42042,Comedy,,,Neil Labute,"writer,producer,director",64,Death At A Funeral,21000000.0,42739347.0,48977233.0,27977233,233.22491904761904,2010-04-15
412,Oldboy,104.0,"Action,Drama,Mystery",5.8,63231,Action,Drama,Mystery,Spike Lee,"director,producer,writer",32,Oldboy,3000000.0,707391.0,6239723.0,3239723,207.99076666666667,2013-11-27
413,The Beaver,91.0,Drama,6.7,45173,Drama,,,Jodie Foster,"actress,director,producer",79,The Beaver,21000000.0,970816.0,5046038.0,-15953962,24.02875238095238,2011-05-05
414,The Lovers,109.0,"Action,Adventure,Romance",4.6,2867,Action,Adventure,Romance,Roland Joffé,"director,producer,writer",56,The Lovers,35000000.0,0.0,53899.0,-34946101,0.15399714285714286,2015-02-13
418,Gangster Squad,113.0,"Action,Crime,Drama",6.7,195560,Action,Crime,Drama,Ruben Fleischer,"producer,writer,director",4,Gangster Squad,60000000.0,46000903.0,104100903.0,44100903,173.50150499999998,2013-01-11
419,August: Osage County,121.0,"Comedy,Drama",7.2,79383,Comedy,Drama,,John Wells,"producer,writer,director",15,August: Osage County,25000000.0,37738810.0,50738810.0,25738810,202.95524,2013-12-27
420,Going The Distance,102.0,"Comedy,Romance",6.3,54421,Comedy,Romance,,Nanette Burstein,"director,producer,writer",11,Going The Distance,32000000.0,17804299.0,43603990.0,11603990,136.26246875,2010-09-03
421,Frozen,93.0,"Adventure,Drama,Sport",6.2,62311,Adventure,Drama,Sport,Adam Green,"writer,producer,director",56,Frozen,150000000.0,400738009.0,1272469910.0,1122469910,848.3132733333333,2010-02-05
425,Despicable Me,95.0,"Animation,Comedy,Family",7.7,464511,Animation,Comedy,Family,Chris Renaud,"producer,actor,director",50,Despicable Me,69000000.0,251513985.0,543464573.0,474464573,787.6298159420289,2010-07-09
426,The Twilight Saga: Eclipse,124.0,"Adventure,Drama,Fantasy",5.0,211733,Adventure,Drama,Fantasy,David Slade,"producer,director,writer",53,The Twilight Saga: Eclipse,68000000.0,300531751.0,706102828.0,638102828,1038.3865117647058,2010-06-23
427,The Lucky One,101.0,"Drama,Romance",6.5,94359,Drama,Romance,,Scott Hicks,"director,writer,assistant_director",87,The Lucky One,25000000.0,60457138.0,96633833.0,71633833,386.535332,2012-04-20
428,Something Wicked,95.0,"Drama,Horror,Mystery",4.8,1243,Drama,Horror,Mystery,Darin Scott,"producer,director,writer",68,Something Wicked,3000000.0,0.0,0.0,-3000000,0.0,2014-04-04
429,Cyrus,87.0,"Crime,Horror,Mystery",4.7,944,Crime,Horror,Mystery,Mark Vadik,"writer,producer,director",27,Cyrus,7000000.0,7468936.0,10062896.0,3062896,143.75565714285713,2010-06-18
431,Movie 43,94.0,Comedy,4.3,92980,Comedy,,,Patrik Forsberg,"producer,director,writer",39,Movie 43,10000000.0,8840453.0,31164747.0,21164747,311.64747,2013-01-25
432,Never Let Me Go,103.0,"Drama,Romance,Sci-Fi",7.1,130084,Drama,Romance,Sci-Fi,Mark Romanek,"director,writer,producer",29,Never Let Me Go,15000000.0,2434652.0,11173718.0,-3826282,74.49145333333334,2010-09-15
433,Arthur,110.0,"Comedy,Romance",5.7,49013,Comedy,Romance,,Jason Winer,"producer,director,writer",67,Arthur,40000000.0,33035397.0,47787943.0,7787943,119.4698575,2011-04-08
434,The Perfect Host,93.0,"Comedy,Crime,Thriller",6.8,23378,Comedy,Crime,Thriller,Nick Tomnay,"director,editor,writer",84,The Perfect Host,1000000.0,48764.0,51587.0,-948413,5.1587000000000005,2010-07-01
435,47 Ronin,128.0,"Action,Adventure,Drama",6.3,135754,Action,Adventure,Drama,Carl Rinsch,"director,writer,assistant_director",12,47 Ronin,175000000.0,38362475.0,151716815.0,-23283185,86.69532285714286,2013-12-25
436,Rock Of Ages,123.0,"Comedy,Drama,Musical",5.9,69910,Comedy,Drama,Musical,Adam Shankman,"producer,miscellaneous,director",29,Rock Of Ages,70000000.0,38518613.0,61031932.0,-8968068,87.18847428571429,2012-06-15
437,Tinker Tailor Soldier Spy,122.0,"Drama,Mystery,Thriller",7.1,174890,Drama,Mystery,Thriller,Tomas Alfredson,"director,music_department,writer",72,Tinker Tailor Soldier Spy,21000000.0,24149393.0,81452811.0,60452811,387.87052857142857,2011-12-09
438,Four Lions,97.0,"Comedy,Crime,Drama",7.3,66209,Comedy,Crime,Drama,Christopher Morris,"actor,writer,composer",79,Four Lions,3750000.0,310007.0,2436111.0,-1313889,64.96296000000001,2010-11-05
439,The Great Gatsby,143.0,"Drama,Romance",7.3,433165,Drama,Romance,,Baz Luhrmann,"writer,producer,director",70,The Great Gatsby,190000000.0,144840419.0,351040419.0,161040419,184.7581152631579,2013-05-10
440,Dredd,95.0,"Action,Crime,Sci-Fi",7.1,234616,Action,Crime,Sci-Fi,Pete Travis,"director,writer",15,Dredd,45000000.0,13414714.0,41467606.0,-3532394,92.15023555555555,2012-09-21
441,The Dark Knight Rises,164.0,"Action,Thriller",8.4,1387769,Action,Thriller,,Christopher Nolan,"writer,producer,director",11,The Dark Knight Rises,275000000.0,448139099.0,1084439099.0,809439099,394.3414905454545,2012-07-20
442,Jack The Giant Slayer,114.0,"Adventure,Fantasy",6.3,123127,Adventure,Fantasy,,Bryan Singer,"producer,director,writer",66,Jack The Giant Slayer,195000000.0,65187603.0,197687603.0,2687603,101.37825794871796,2013-03-01
443,If I Stay,107.0,"Drama,Fantasy,Music",6.8,107625,Drama,Fantasy,Music,R.J. Cutler,"producer,director,writer",73,If I Stay,11000000.0,50474843.0,78356170.0,67356170,712.3288181818182,2014-08-22
444,The Infiltrator,127.0,"Biography,Crime,Drama",7.0,61547,Biography,Crime,Drama,Brad Furman,"director,producer,writer",32,The Infiltrator,47500000.0,15436808.0,20718104.0,-26781896,43.61706105263158,2016-07-13
445,Passengers,116.0,"Drama,Romance,Sci-Fi",7.0,311083,Drama,Romance,Sci-Fi,Morten Tyldum,"director,producer,editor",28,Passengers,110000000.0,100014699.0,302239672.0,192239672,274.7633381818182,2016-12-21
446,Black Mass,123.0,"Biography,Crime,Drama",6.9,155847,Biography,Crime,Drama,Scott Cooper,"actor,director,writer",59,Black Mass,53000000.0,62575678.0,98837872.0,45837872,186.48655094339622,2015-09-18
447,Rust,95.0,Drama,5.6,404,Drama,,,Corbin Bernsen,"actor,producer,director",93,Rust,250000.0,0.0,0.0,-250000,0.0,2018-01-20
449,The Extra Man,108.0,Comedy,5.9,4580,Comedy,,,Shari Springer Berman,"director,writer,producer",53,The Extra Man,7000000.0,453377.0,492108.0,-6507892,7.030114285714285,2010-08-01
450,Tomb Raider,119.0,"Action,Adventure,Fantasy",6.3,163560,Action,Adventure,Fantasy,Roar Uthaug,"director,writer,assistant_director",70,Tomb Raider,90000000.0,58250803.0,273477501.0,183477501,303.86389,2018-03-16
451,Lowriders,98.0,"Adventure,Crime,Drama",5.7,1954,Adventure,Crime,Drama,Ricardo De Montreuil,"director,writer,producer",35,Lowriders,916000.0,6179955.0,6188421.0,5272421,675.5918122270742,2017-05-12
452,The Sitter,81.0,Comedy,5.7,65575,Comedy,,,David Gordon Green,"producer,director,writer",32,The Sitter,25000000.0,30542576.0,38749404.0,13749404,154.997616,2011-12-09
453,The Cold Light Of Day,93.0,"Action,Thriller",4.9,33039,Action,Thriller,,Mabrouk El Mechri,"director,writer,actor",78,The Cold Light Of Day,20000000.0,3763583.0,25361206.0,5361206,126.80602999999999,2012-09-06
454,Cloud Atlas,172.0,"Action,Drama,Mystery",7.4,326473,Action,Drama,Mystery,Tom Tykwer,"composer,writer,director",63,Cloud Atlas,102000000.0,27108272.0,130673154.0,28673154,128.11093529411767,2012-10-26
455,This Is Where I Leave You,103.0,"Comedy,Drama",6.6,65202,Comedy,Drama,,Shawn Levy,"producer,director,actor",57,This Is Where I Leave You,20000000.0,34296320.0,41296320.0,21296320,206.4816,2014-09-19
456,Made In Dagenham,113.0,"Biography,Comedy,Drama",7.2,13121,Biography,Comedy,Drama,Nigel Cole,"director,actor,assistant_director",14,Made In Dagenham,8000000.0,1095369.0,15644196.0,7644196,195.55245000000002,2010-11-19
